gvkey,primary_permno
006919,61401
006920,27027
006921,50738
006922,66253
006924,89771
006925,50754
006926,46121
006927,50762
006928,12976
006930,79853
006932,50789
006934,68216
006935,12984
006936,89790
006937,50163
006938,50818
006939,33910
006940,50834
006941,28513
006942,50842
006944,50877
006946,78045
006947,33929
006948,11198
006949,89819
006952,23018
006953,50914
006954,50922
006955,50949
006956,50965
006957,50973
006959,50981
006961,51028
006963,33937
006965,51044
006967,51052
006971,51079
006972,51087
006973,51108
006974,66632
006975,51132
006976,51159
006977,26235
006978,33953
006979,52441
006980,51175
006981,51183
006982,41910
006984,51191
006985,61428
006986,51204
006987,51212
006989,33988
006990,13012
006991,58341
006994,51263
006995,81311
006996,51290
006997,51298
006998,59926
006999,44978
007000,33996
007002,51335
007003,48223
007005,51351
007006,51370
007007,16707
007008,43668
007009,51378
007012,51386
007013,43959
007015,52521
007016,66261
007017,13047
007018,64039
007020,89843
007021,13063
007022,51423
007024,27107
007025,51450
007026,51458
007029,45719
007030,51482
007031,51503
007032,19043
007033,51511
007034,51530
007037,51546
007039,51554
007040,47837
007042,51589
007044,53882
007045,67328
007046,62009
007049,51626
007050,89870
007055,44169
007056,51642
007059,51677
007060,51669
007061,25195
007063,46703
007064,51685
007065,45751
007066,51693
007067,51706
007068,18884
007070,45022
007071,42374
007072,51722
007074,89886
007076,28089
007077,20562
007078,17347
007079,51757
007080,51773
007081,59061
007082,34024
007083,51781
007085,34032
007086,51800
007087,43377
007088,54308
007089,20386
007090,34438
007091,51801
007092,51829
007099,34040
007101,51845
007102,51853
007104,51861
007105,53006
007106,35705
007107,67002
007108,51270
007109,51888
007110,51896
007112,30082
007113,51909
007114,53727
007116,39538
007117,51925
007118,41240
007119,49277
007120,34059
007121,51933
007122,51941
007123,89894
007124,51960
007125,26593
007126,51968
007127,13100
007129,67651
007130,51976
007131,51799
007132,51984
007133,51992
007134,52004
007135,52012
007136,63669
007137,52039
007138,27617
007139,13119
007140,78322
007141,16686
007142,52063
007143,52071
007145,24213
007146,52090
007148,15544
007152,26534
007153,65357
007154,43449
007155,26729
007156,11826
007157,61436
007158,68558
007159,52135
007160,52143
007161,89915
007162,20263
007163,17478
007164,89923
007165,25929
007166,53735
007167,13135
007168,27131
007170,54025
007171,81061
007173,65664
007174,26497
007175,39685
007176,60652
007177,28097
007178,52207
007179,64637
007180,19895
007181,47765
007182,59942
007183,52231
007185,52250
007186,52258
007187,52266
007188,52274
007189,50577
007190,31544
007191,55845
007192,52282
007194,78532
007195,39044
007196,89931
007197,52311
007198,52330
007199,52346
007200,59088
007201,52362
007203,50972
007204,52397
007205,10507
007206,52434
007207,52442
007208,52469
007210,52514
007211,52522
007212,52549
007213,52557
007214,89966
007215,52565
007216,62914
007217,52581
007218,52600
007219,52602
007220,52645
007221,76777
007222,11104
007223,89974
007224,52680
007225,65219
007226,52688
007227,52696
007228,60097
007229,27035
007230,60951
007231,52709
007232,52717
007234,52725
007235,52572
007238,59379
007239,52741
007240,52760
007241,17005
007242,43887
007244,46367
007245,90051
007246,90070
007247,52784
007248,34083
007250,52792
007251,52813
007252,52821
007253,52840
007254,22891
007255,52901
007256,52920
007257,22752
007258,90094
007259,59782
007260,42796
007261,52944
007262,39888
007265,52995
007266,49306
007267,52919
007268,53015
007270,53023
007271,53031
007272,53050
007273,53058
007274,53066
007275,53074
007276,45065
007277,62922
007278,53082
007279,27975
007280,19289
007281,60548
007283,53111
007284,90115
007285,53138
007286,53146
007287,53154
007289,53162
007290,59387
007291,53197
007292,59563
007295,87437
007296,52636
007297,53242
007298,28580
007299,55546
007300,55546
007301,53277
007303,53293
007304,53306
007309,89857
007313,53365
007315,53373
007316,53381
007318,34120
007319,75298
007320,40782
007321,49672
007322,53402
007325,34139
007326,58632
007327,53429
007328,53445
007329,53453
007330,53461
007331,53480
007332,53496
007333,53509
007334,53517
007335,90166
007336,90174
007337,53541
007338,53560
007339,53568
007340,40336
007341,53576
007342,53605
007343,53613
007345,53621
007346,53640
007347,53648
007348,90203
007350,53656
007351,53664
007352,63677
007353,53699
007355,53701
007356,53744
007358,53824
007361,53795
007363,63685
007366,24010
007367,53816
007368,53859
007369,48901
007371,56522
007372,44898
007373,18673
007374,53883
007375,53891
007377,53912
007379,53939
007380,42817
007381,53963
007382,24790
007384,50358
007385,53971
007386,53990
007388,54026
007389,54042
007390,54069
007392,28417
007394,41865
007395,54085
007397,54093
007398,54093
007399,56039
007400,54106
007401,54114
007402,54122
007404,54149
007405,54157
007406,80823
007407,34198
007408,54173
007409,54181
007410,41347
007411,54200
007412,34200
007413,43510
007415,48805
007416,90211
007418,54237
007419,54245
007420,54253
007421,54261
007422,91109
007423,54288
007424,54309
007425,54317
007426,54325
007428,19562
007429,54333
007430,54341
007431,54360
007434,54368
007435,22592
007437,24248
007438,54392
007440,50470
007441,54413
007443,54448
007444,34227
007445,54456
007446,53444
007447,52214
007448,80829
007452,54472
007453,54499
007454,49023
007457,24627
007458,58448
007459,26905
007461,54501
007463,54528
007464,54536
007465,54552
007466,55191
007468,47538
007469,62949
007470,90230
007471,54579
007472,54587
007475,15966
007477,54608
007478,54624
007479,48063
007481,54675
007483,54683
007484,50833
007485,60118
007486,54704
007487,90246
007489,54747
007490,62017
007491,54755
007494,54763
007495,22760
007496,34235
007497,45233
007502,53516
007503,54771
007504,54798
007505,54819
007506,54827
007508,34243
007509,34251
007510,54843
007511,68056
007513,54878
007514,54886
007515,22023
007518,54907
007520,54923
007521,54950
007522,90254
007523,54966
007524,55002
007525,55029
007526,76591
007527,34278
007528,78327
007531,55053
007532,58907
007534,46201
007535,55061
007536,18382
007537,24256
007539,55080
007540,84743
007543,57082
007546,62957
007547,55088
007548,51246
007549,61807
007550,55109
007553,55117
007554,62324
007555,22461
007556,67678
007557,55125
007558,55133
007559,55141
007560,62332
007561,55160
007562,48071
007563,55168
007564,68582
007565,90297
007566,55213
007567,55079
007568,34286
007571,52361
007572,54324
007574,21290
007575,64442
007576,90310
007577,55248
007578,55256
007579,55272
007580,55299
007581,55320
007582,55328
007583,55352
007584,55379
007585,22779
007586,40731
007587,49090
007588,34315
007591,63247
007592,55408
007594,55416
007595,34331
007596,55424
007597,34358
007598,55432
007599,55459
007601,82806
007602,55467
007604,45831
007606,55475
007607,55483
007609,12058
007612,55512
007614,55547
007615,55555
007616,47167
007617,13290
007618,20095
007619,45612
007620,28345
007623,55619
007624,34366
007626,65007
007628,55651
007629,34374
007631,55670
007632,55678
007634,55694
007635,66640
007636,65365
007637,69550
007640,90342
007641,61591
007642,63693
007643,55750
007646,47773
007647,59408
007648,19537
007649,55774
007650,56450
007651,56055
007652,55782
007653,55811
007656,65699
007657,55838
007658,13303
007659,54615
007661,34390
007662,55862
007663,55897
007664,55918
007665,84205
007667,55926
007668,64290
007669,55934
007671,22605
007672,21485
007674,14533
007675,13311
007678,55969
007679,41179
007681,55977
007682,90377
007683,65373
007685,55993
007686,41822
007687,44302
007688,56005
007691,56040
007692,45487
007694,80004
007695,56056
007696,78900
007697,22189
007698,34454
007700,56120
007701,10057
007702,34462
007704,56144
007706,56152
007707,16803
007708,56179
007709,56187
007710,56208
007711,56232
007712,22912
007714,56267
007716,56291
007718,56339
007719,56347
007720,60978
007721,58499
007723,56363
007724,13354
007725,56258
007727,47028
007728,90414
007729,56371
007730,90422
007733,25590
007734,61444
007735,24934
007736,56398
007738,90449
007739,20570
007740,56419
007741,72338
007742,49170
007743,52687
007744,45567
007745,19019
007746,56478
007747,56486
007748,56507
007749,58456
007750,52337
007751,56515
007753,56531
007754,59096
007755,56550
007756,56566
007757,56574
007758,53137
007759,58501
007761,56630
007762,34497
007763,56638
007764,34518
007766,56654
007768,56689
007771,60556
007772,51377
007773,22066
007774,56726
007775,56734
007776,51166
007777,26753
007778,28193
007779,56769
007780,13370
007781,56777
007782,56785
007783,56793
007784,34550
007785,56814
007786,53436
007788,90481
007790,56865
007791,56873
007792,19676
007793,56900
007794,56902
007798,56937
007799,56945
007800,56953
007801,56961
007802,56980
007803,78514
007804,57008
007805,57059
007806,18390
007807,34593
007808,56506
007809,57067
007810,57075
007814,26761
007815,66659
007816,34606
007817,57104
007818,57112
007820,57147
007821,57155
007822,57163
007823,57171
007824,38658
007825,64047
007826,80433
007828,57251
007831,57270
007835,57286
007836,63328
007837,23499
007838,45145
007840,28425
007841,57315
007842,43879
007844,57331
007845,34614
007849,64450
007850,34630
007852,60804
007853,34649
007854,57382
007856,57403
007860,57430
007861,25486
007862,24096
007865,57454
007866,47466
007867,57462
007868,57497
007870,19510
007871,58528
007873,34665
007874,57518
007875,60986
007877,64768
007878,51318
007879,64776
007880,90529
007881,21207
007882,34673
007883,57534
007884,65381
007885,57542
007887,57569
007888,57577
007889,12258
007890,75788
007891,48178
007892,24184
007897,79185
007898,67707
007900,57606
007901,57614
007902,57622
007903,64303
007904,48274
007905,57649
007906,57665
007908,80863
007909,78330
007910,57729
007911,57745
007912,61815
007914,57753
007915,57761
007916,54586
007917,57780
007918,58317
007919,89201
007920,66288
007921,57809
007922,57817
007923,13522
007924,57825
007925,60126
007927,90553
007928,57841
007929,27457
007930,57860
007931,57876
007932,57884
007933,64055
007934,57892
007935,49752
007936,57913
007937,26876
007938,28118
007940,57940
007941,57948
007945,49146
007946,13557
007949,34745
007950,13565
007951,79611
007952,57999
007953,58019
007954,34753
007955,58043
007956,58070
007958,58086
007959,63706
007960,58107
007962,90596
007964,84402
007966,58115
007967,19334
007968,34796
007969,58150
007970,44206
007971,58203
007972,58211
007974,38762
007976,58238
007977,23931
007980,58640
007982,58246
007984,49955
007985,24766
007987,58262
007988,58289
007990,58659
007991,58318
007992,21995
007993,58334
007994,57779
007995,58369
007998,58385
007999,52871
008000,58393
008001,58406
008002,58414
008003,27318
008004,39300
008005,46447
008006,78337
008007,38703
008009,86303
008010,57402
008011,58457
008012,58465
008014,58473
008015,58481
008016,58500
008017,67010
008018,58537
008019,34809
008020,63263
008021,54658
008022,58596
008023,58609
008024,73323
008025,47204
008026,58625
008028,58641
008029,58660
008030,34817
008031,11406
008032,58676
008033,53890
008034,58684
008035,58692
008037,58713
008039,90617
008040,64469
008041,58740
008044,66018
008045,58748
008046,53639
008047,58756
008048,40205
008049,77555
008050,58772
008051,58799
008052,58801
008055,58895
008059,58828
008060,58836
008061,58844
008062,34825
008063,58852
008064,47394
008065,58879
008067,58026
008068,34833
008069,90641
008070,58916
008071,90660
008072,58924
008073,72611
008075,61604
008076,58959
008077,58967
008079,58975
008080,84794
008083,59011
008084,80378
008085,59030
008087,67029
008088,59062
008091,47845
008092,59089
008093,34841
008094,59097
008095,59110
008096,56733
008098,34868
008099,23026
008100,75451
008101,91205
008103,59169
008104,59177
008105,59185
008106,59193
008107,59206
008108,59214
008109,59222
008112,59265
008113,24440
008114,59281
008115,43545
008116,59337
008118,59345
008120,59409
008121,34876
008122,59425
008123,13610
008124,57840
008125,59441
008126,44863
008127,77500
008128,64063
008129,59484
008130,59468
008133,63714
008134,78414
008135,18447
008136,44687
008138,59540
008140,59548
008141,59556
008142,59564
008143,59572
008144,59599
008145,59601
008146,57824
008147,55300
008148,59628
008149,59636
008150,45313
008151,25232
008152,59652
008153,59679
008154,59695
008155,34884
008156,34892
008158,56426
008160,66675
008161,66675
008162,90705
008163,59767
008164,59775
008165,90713
008167,59812
008169,78527
008170,59839
008171,27385
008173,58077
008176,59871
008178,59890
008179,59898
008180,59919
008181,59935
008182,42665
008184,55036
008185,59970
008186,60660
008187,59978
008188,31878
008189,59994
008190,34905
008191,60004
008193,90721
008194,60055
008195,60063
008196,60071
008197,34913
008198,13637
008199,60098
008200,60127
008202,20394
008203,54535
008204,13653
008205,60135
008207,60143
008208,39394
008209,60170
008210,51457
008211,60178
008212,90764
008213,60186
008214,24811
008215,13661
008216,60194
008217,60207
008218,42008
008219,34948
008220,60215
008221,60223
008222,60231
008223,60258
008224,44417
008225,60266
008227,34956
008229,44230
008230,60303
008231,60311
008232,60338
008233,60346
008234,60354
008235,90799
008237,60410
008238,60418
008240,60679
008241,41435
008243,60426
008244,69040
008245,60442
008246,60477
008247,22509
008248,42112
008249,90801
008250,90820
008251,60485
008252,59416
008253,60506
008254,60522
008255,60557
008257,60581
008258,90844
008259,60602
008261,60661
008262,60680
008263,60696
008264,13688
008265,62340
008266,60709
008268,34972
008269,38981
008270,60725
008271,60733
008272,16870
008274,58667
008275,34980
008277,34999
008278,56151
008279,65701
008280,60310
008281,60768
008282,60776
008283,60792
008286,66026
008288,20917
008289,60813
008290,42833
008291,60840
008293,75083
008295,60872
008296,60899
008298,60901
008299,54463
008300,60920
008301,60928
008302,60944
008303,60952
008304,35051
008305,48194
008306,50892
008307,13395
008308,20984
008309,63271
008312,57816
008315,61031
008316,61050
008317,61058
008318,61066
008319,56020
008320,66034
008321,61082
008322,12242
008323,17339
008324,61111
008325,22082
008328,68611
008329,38340
008331,21346
008332,38826
008333,61138
008334,61146
008335,13393
008336,61162
008337,60994
008338,61189
008340,61210
008341,61218
008342,48629
008343,43764
008344,61234
008345,35094
008347,61242
008348,35107
008350,61269
008352,20001
008357,58675
008358,41355
008359,35115
008360,61277
008361,48848
008362,61293
008363,12072
008365,61322
008367,49613
008368,61357
008369,78536
008370,27465
008371,61365
008372,61400
008373,90908
008375,61429
008376,54359
008377,61437
008378,42155
008379,61453
008381,70914
008382,67037
008383,61488
008384,35131
008386,61496
008387,57509
008388,90924
008389,61517
008390,61525
008391,68638
008392,61541
008394,35158
008395,61576
008396,63722
008397,61584
008398,54949
008399,65023
008400,61592
008401,61605
008402,61621
008403,61640
008404,63298
008406,23878
008407,35166
008409,61672
008411,58253
008412,61699
008413,61701
008414,61720
008415,62658
008416,59571
008417,66296
008418,61728
008420,61736
008421,35174
008422,61744
008423,61787
008424,57138
008427,52767
008428,60329
008429,62965
008430,13792
008431,60687
008432,61891
008434,44353
008435,61939
008436,27393
008438,61947
008439,35182
008440,61955
008441,61963
008443,78347
008444,61006
008446,18403
008451,58763
008452,62010
008455,22517
008457,50702
008458,22234
008459,62018
008460,45823
008461,61460
008462,62026
008463,62034
008465,35203
008466,62069
008468,35211
008469,18905
008470,13821
008473,62114
008475,35238
008476,35246
008477,35254
008478,62122
008479,13856
008480,62149
008481,62165
008482,62173
008483,62181
008484,62200
008486,50550
008487,66309
008488,27713
008490,78561
008491,62229
008492,62237
008493,62359
008496,61823
008497,62253
008498,62261
008499,55415
008501,17267
008502,45663
008503,62288
008504,49576
008505,57728
008506,62309
008507,62317
008508,62325
008510,39175
008511,62333
008512,62341
008513,62360
008514,70949
008515,62376
008516,65728
008517,62384
008518,50201
008519,62392
008521,62405
008522,62421
008523,62440
008525,62464
008526,62472
008528,62499
008530,21936
008531,62528
008533,62536
008534,62544
008535,62579
008536,17806
008537,27596
008539,21776
008541,62587
008542,52898
008543,13901
008544,38607
008545,42753
008546,62616
008548,62632
008549,13928
008550,35326
008551,13936
008552,62675
008553,62704
008554,62712
008555,62739
008556,35334
008557,62747
008558,62755
008559,62763
008561,62771
008562,62790
008563,62798
008564,62819
008565,62835
008566,62878
008567,62886
008569,55140
008570,62894
008571,62907
008572,47327
008573,64338
008574,62915
008575,60564
008576,54762
008577,49971
008579,51692
008580,51182
008581,35350
008582,62958
008583,62966
008585,16360
008586,35369
008588,63037
008589,63045
008590,11190
008592,48370
008594,59424
008595,63088
008596,63096
008597,63109
008598,35377
008599,63125
008600,39984
008601,48784
008602,26059
008603,63160
008604,63168
008605,89968
008606,24459
008607,43588
008608,63176
008611,13987
008612,63184
008614,20773
008615,21389
008617,18649
008618,35393
008619,55909
008620,63205
008621,56012
008622,61014
008623,91054
008624,63213
008625,63221
008626,48012
008627,63240
008629,40977
008630,63264
008631,38797
008633,80185
008634,63320
008635,63336
008637,63344
008638,53815
008639,63379
008640,35414
008641,56872
008642,63395
008643,50913
008644,89692
008645,22525
008646,63424
008647,35422
008648,43692
008649,35430
008650,40360
008651,63459
008655,60695
008656,63475
008657,26438
008658,63483
008659,63491
008661,13828
008662,63504
008663,39132
008664,91062
008666,78349
008667,35465
008668,63539
008669,63547
008670,63555
008671,63563
008672,81663
008674,53102
008675,56143
008676,62973
008677,63619
008678,63635
008680,63643
008681,63300
008682,17902
008683,63651
008684,45858
008685,63670
008686,63678
008687,63686
008689,60820
008691,63730
008692,49744
008694,23501
008695,63707
008697,39730
008698,91097
008699,63715
008701,63723
008705,63731
008706,63750
008707,63758
008708,35510
008709,65031
008710,63774
008711,35529
008712,63782
008713,50657
008714,44636
008715,63803
008716,63811
008717,63830
008718,63838
008722,63846
008723,63854
008724,63889
008725,63918
008726,40571
008728,63319
008730,35537
008732,63934
008734,35561
008735,63985
008736,63749
008737,53153
008738,63993
008739,64005
008740,64013
008741,35588
008743,64040
008744,64048
008745,69075
008746,64064
008748,64072
008750,54447
008751,64120
008754,64144
008755,64152
008758,64187
008759,64195
008760,91193
008761,64216
008762,18163
008763,64224
008764,64232
008765,64259
008766,64267
008767,64283
008769,91214
008770,64291
008771,40176
008772,64312
008775,64347
008776,64355
008778,64371
008781,64398
008782,64427
008783,43748
008784,64435
008785,55490
008786,52177
008787,64451
008788,64478
008789,64486
008790,64494
008791,64507
008792,35617
008794,64531
008796,60442
008798,64566
008799,64574
008800,50323
008801,64611
008802,64630
008803,64638
008804,22613
008805,24192
008806,51123
008807,55511
008808,64646
008810,23712
008811,22787
008812,64654
008814,42884
008816,39239
008818,25443
008819,64697
008820,14066
008822,68654
008823,54148
008824,51326
008825,64734
008826,64742
008827,57445
008828,39992
008829,64769
008830,42403
008831,64777
008832,64785
008833,39036
008835,49605
008836,35641
008837,64814
008838,64822
008839,60054
008840,64849
008842,64857
008844,64873
008845,91281
008846,65032
008847,64881
008848,64900
008849,64902
008850,64929
008851,64937
008852,24539
008853,20183
008854,64945
008856,61153
008857,64953
008858,64961
008859,42307
008861,64980
008862,64988
008863,64996
008864,65008
008866,65016
008867,87043
008868,65059
008870,56311
008871,65075
008872,65083
008873,27756
008874,65091
008875,16336
008876,65104
008877,65058
008878,65112
008880,65155
008881,65163
008882,65171
008883,65198
008885,35684
008886,64792
008887,65227
008888,51094
008889,14090
008890,65243
008891,65251
008892,65270
008893,39183
008894,52257
008895,20175
008896,50016
008897,65278
008898,69649
008900,62375
008901,66683
008902,65307
008903,52185
008904,36011
008905,65315
008907,65323
008908,56362
008909,49517
008910,65350
008912,46893
008914,58325
008915,65374
008916,65403
008917,65438
008918,65446
008919,67336
008921,65462
008922,65489
008923,65497
008925,65518
008926,52097
008927,65526
008928,65534
008931,65542
008932,65569
008933,65577
008934,65593
008935,28353
008937,45014
008938,61831
008939,65614
008940,65622
008941,65649
008942,50809
008943,25849
008944,65673
008945,65681
008947,65700
008948,52775
008949,54498
008951,65729
008953,35756
008954,63757
008956,65753
008957,65761
008958,62033
008960,64346
008961,65796
008963,65809
008964,18286
008965,65817
008966,75879
008967,65825
008968,27406
008969,65833
008970,65860
008972,24942
008973,79733
008974,46228
008975,14154
008976,46869
008977,65884
008978,35764
008979,65905
008981,65913
008983,65921
008984,65940
008985,49904
008986,65948
008987,55984
008989,61620
008990,65964
008991,35780
008992,65972
008994,27932
008996,65999
008997,20037
008998,66027
009000,32715
009001,61161
009002,41486
009004,91380
009005,56768
009006,66051
009008,23886
009009,23050
009010,66070
009012,35801
009013,66078
009014,62666
009015,66086
009016,58771
009017,64354
009018,66115
009019,66123
009020,52548
009021,66158
009022,66166
009023,76711
009026,66211
009027,26577
009029,66230
009031,66238
009032,66246
009035,66254
009036,26307
009037,15086
009038,43836
009039,66289
009040,66310
009041,41267
009042,66326
009043,35844
009044,66334
009048,66369
009050,66385
009051,66393
009052,91409
009053,66414
009054,91417
009055,56848
009056,66422
009057,22621
009058,57146
009059,66449
009060,66465
009061,53938
009062,66473
009063,76282
009064,14189
009066,66500
009067,59109
009068,66529
009069,44935
009070,66537
009071,66545
009073,91460
009074,66553
009075,66561
009076,66580
009077,44871
009078,66588
009079,66596
009080,35887
009082,39204
009083,66617
009085,66625
009086,66633
009089,14197
009090,66668
009091,91476
009092,66676
009093,66684
009094,24142
009095,66692
009097,66705
009098,66713
009100,66721
009102,47546
009103,17646
009104,25988
009105,49525
009107,66756
009108,66764
009109,91484
009110,53874
009111,21119
009112,66799
009113,14218
009114,18921
009115,53962
009116,66801
009117,42323
009118,66828
009120,66836
009121,51297
009122,66844
009124,46738
009125,66852
009126,19430
009127,45209
009128,55159
009129,77251
009130,62041
009131,66879
009132,35916
009134,35924
009136,53030
009137,66916
009138,66924
009139,25806
009140,41996
009141,66959
009142,66967
009143,48442
009146,66975
009147,35940
009148,64098
009149,23237
009150,66983
009151,66991
009153,55327
009154,67003
009155,46922
009156,67011
009157,67030
009158,67038
009159,67045
009161,67062
009162,67089
009164,67110
009165,39853
009167,67126
009168,59432
009170,67177
009171,80294
009172,67185
009173,67193
009174,67206
009176,67214
009177,67222
009178,23624
009180,46762
009181,67257
009182,67265
009183,41937
009185,67281
009186,67300
009187,35975
009188,43166
009189,67302
009190,67329
009191,67345
009194,24379
009195,26737
009196,44484
009197,67361
009199,62296
009201,43078
009202,67396
009203,18948
009204,46906
009205,43625
009206,67425
009208,67433
009209,67441
009210,58210
009211,67468
009212,67476
009213,67484
009214,67492
009215,78405
009216,35991
009217,23990
009218,25312
009219,54850
009220,67521
009222,67540
009223,66691
009224,64477
009225,36003
009226,60572
009227,78356
009229,51158
009230,23472
009231,66704
009232,36046
009233,67564
009234,20343
009235,67572
009236,39570
009237,36054
009238,67599
009239,67601
009240,67620
009241,67636
009242,89142
009243,67652
009245,67679
009246,91521
009247,91540
009248,91556
009249,67687
009250,54156
009253,91564
009254,67695
009256,67708
009257,67716
009258,45495
009259,67732
009260,36062
009261,36070
009262,36089
009263,67759
009264,67775
009265,67783
009266,21303
009267,25267
009268,44070
009269,51481
009270,67344
009273,67847
009275,67871
009276,55255
009277,10413
009278,67898
009279,52820
009280,26884
009281,67943
009282,47132
009283,67951
009284,54818
009285,67970
009286,51078
009287,36134
009288,36134
009289,66050
009290,38711
009292,33961
009293,47490
009294,67994
009295,45700
009296,68006
009297,52062
009298,68049
009299,27633
009300,36142
009301,62682
009302,62383
009303,25718
009304,68057
009305,68065
009306,68073
009307,68100
009308,68102
009309,68129
009310,68137
009311,68145
009312,56186
009313,68161
009314,68180
009315,68188
009316,20474
009317,68196
009318,68209
009319,60708
009320,40723
009321,68217
009322,68225
009323,68233
009324,54199
009325,41320
009326,68241
009327,41750
009330,68276
009331,36687
009332,27780
009333,58544
009334,68284
009335,47722
009336,47458
009337,68305
009338,68313
009339,68321
009340,68340
009341,57429
009342,68348
009343,68364
009344,68372
009345,50104
009346,64805
009347,68401
009348,68420
009350,68428
009351,59440
009352,61639
009354,68479
009355,46340
009356,54922
009357,65066
009358,68495
009359,17291
009360,68508
009361,57947
009362,68516
009363,68524
009364,61022
009366,68559
009367,68567
009368,12083
009369,14250
009370,41830
009371,24467
009372,68591
009377,23130
009379,68604
009380,59459
009381,23325
009382,52943
009383,68647
009384,36177
009385,68655
009386,91679
009387,68663
009388,50825
009389,68690
009390,68698
009391,36185
009392,25208
009393,62391
009394,45954
009395,42999
009396,59977
009397,91687
009398,68743
009399,24694
009401,49509
009402,48020
009403,68778
009404,46682
009405,39896
009406,76122
009408,14496
009409,68807
009411,22840
009412,68831
009413,91708
009414,61647
009415,47343
009416,38869
009417,68850
009418,68858
009419,68874
009422,91716
009423,69710
009424,68930
009425,91724
009426,47597
009427,57023
009428,56178
009429,45436
009430,56194
009432,42198
009433,68938
009434,47191
009435,36214
009436,36222
009437,68997
009438,69017
009439,36230
009441,67715
009442,69025
009443,69033
009444,69041
009445,23085
009447,69060
009448,67053
009449,69076
009450,69084
009451,47562
009453,69092
009455,39773
009456,19385
009457,44791
009458,69121
009459,25013
009460,69140
009462,47298
009463,45081
009465,14277
009466,77354
009467,69164
009468,49568
009471,58798
009472,69199
009473,12253
009474,61030
009475,69201
009477,69220
009478,69228
009479,69236
009481,69244
009482,49007
009483,45671
009484,91759
009485,69279
009487,43633
009489,69287
009490,69295
009491,64485
009492,69316
009493,69324
009494,69332
009495,69359
009500,47415
009501,78361
009502,36249
009503,69391
009504,36257
009505,69404
009507,46543
009509,69439
009511,69447
009514,18032
009516,69455
009517,52732
009519,79928
009521,69471
009522,49832
009523,24336
009524,78362
009525,55765
009526,69519
009527,69527
009528,69535
009529,54180
009530,36273
009532,48936
009533,69543
009534,66317
009535,69551
009536,69570
009538,36281
009539,36302
009540,36310
009541,36329
009542,66085
009543,60134
009544,69594
009545,69607
009548,19916
009549,62690
009550,78364
009551,88518
009552,69631
009553,69650
009554,36337
009555,85926
009556,55212
009557,79306
009558,36345
009559,80041
009560,40010
009562,19158
009563,14322
009565,38789
009566,48450
009567,69682
009569,67927
009570,91783
009572,69762
009573,49218
009574,69810
009575,69818
009576,69834
009577,60839
009578,55925
009580,69877
009581,48549
009582,69885
009584,69893
009586,63327
009587,61655
009589,91804
009590,41574
009591,69922
009593,69957
009594,56207
009595,36396
009597,69965
009598,69973
009599,50948
009600,70000
009601,70010
009602,70018
009603,70026
009605,70034
009606,70042
009607,80117
009608,49664
009609,70069
009611,51625
009612,70077
009613,71116
009614,70093
009616,39589
009617,36409
009618,39458
009619,50243
009620,36417
009622,70106
009623,70114
009624,70122
009625,50681
009626,70149
009628,70165
009629,38949
009630,54367
009631,59985
009632,70200
009633,70202
009634,52193
009635,70229
009636,10007
009639,70245
009640,36433
009642,70253
009643,54412
009645,70261
009646,54172
009648,45188
009649,70280
009650,70288
009653,14357
009655,26083
009656,26833
009657,55378
009658,50665
009659,51860
009660,54383
009662,53559
009664,88742
009667,36468
009669,70325
009670,46279
009671,70333
009672,65736
009673,70376
009675,70392
009676,70405
009677,70413
009678,70421
009679,70440
009680,36484
009681,70456
009682,56434
009683,55087
009684,43422
009686,36492
009687,40627
009688,70499
009689,67723
009690,49453
009692,46017
009693,91839
009694,70501
009695,70520
009696,67731
009697,46172
009698,49138
009699,70536
009700,42577
009701,70544
009703,70552
009705,36505
009707,70579
009708,25654
009709,52089
009712,70587
009713,70595
009714,70608
009715,70616
009716,70624
009717,36521
009718,70632
009719,70659
009722,57867
009723,70667
009724,70675
009726,70691
009728,70704
009729,60345
009730,70747
009731,49082
009733,43107
009734,40985
009735,70763
009737,14402
009738,57031
009740,47247
009741,43561
009742,70790
009744,14429
009748,70798
009749,70819
009751,46113
009752,70827
009754,70835
009755,14437
009756,40862
009757,70843
009759,49939
009760,70851
009761,38850
009762,70870
009764,70886
009766,18315
009767,70894
009768,36601
009769,70907
009770,37356
009771,19852
009772,45794
009773,70915
009774,70923
009775,26390
009776,55749
009777,42585
009778,60206
009779,70950
009781,67758
009783,64995
009785,70982
009786,71002
009788,71037
009789,91871
009790,71045
009793,22795
009795,71053
009796,62404
009797,71080
009798,71088
009799,41216
009800,71096
009801,71109
009802,71117
009804,82804
009805,71125
009806,71133
009807,71141
009810,21514
009811,44994
009812,14461
009813,71168
009815,71176
009816,71184
009817,71192
009818,51131
009819,22138
009820,71205
009821,71240
009822,48928
009823,67766
009825,91927
009826,47714
009827,50745
009829,71328
009831,26614
009835,63335
009837,49437
009838,55247
009839,71352
009841,71395
009842,27481
009843,71408
009845,71459
009846,15720
009847,71467
009849,71475
009850,18411
009855,71512
009856,71539
009857,24299
009858,71547
009859,71555
009861,55204
009864,14509
009865,36644
009867,76091
009872,55351
009873,71635
009874,71651
009875,71651
009876,71678
009878,36679
009879,54738
009880,71686
009882,58683
009883,47757
009884,68136
009885,59117
009886,71715
009887,60214
009889,47060
009890,61188
009891,71723
009892,71731
009894,71750
009895,69702
009898,71782
009899,66093
009901,71803
009903,71811
009904,63765
009905,71830
009906,25283
009909,71846
