gvkey,primary_permno
020893,85735
020894,79681
020898,15058
020899,28652
020900,76079
020901,76318
020902,25559
020903,76080
020904,76095
020905,76117
020906,78725
020907,76125
020908,76439
020909,76088
020911,76301
020912,76083
020913,14792
020935,14782
020943,14828
020944,14980
020945,14807
020949,14856
020950,14858
020951,19664
020959,16768
020960,17036
020961,15226
020967,14784
020969,76098
020976,76378
020977,76097
020981,76157
020982,76096
020983,76374
020988,76998
020991,76459
020992,75619
020993,76101
021000,17690
021002,14928
021003,15187
021004,15429
021005,14814
021006,14836
021007,14101
021008,14805
021010,14789
021012,14991
021013,14878
021015,14823
021016,14871
021017,15024
021019,14985
021020,14790
021032,15303
021033,14879
021035,16999
021042,16625
021047,14954
021048,14857
021049,14864
021060,76105
021061,76099
021062,76106
021063,76368
021065,76119
021066,76390
021068,76396
021073,15044
021076,16629
021078,76142
021079,15083
021081,76104
021082,88572
021092,76108
021103,14936
021104,14849
021106,11221
021107,76417
021110,76427
021111,14829
021116,76291
021118,84184
021123,11237
021124,14812
021126,90968
021129,76113
021130,76296
021132,13896
021136,85671
021138,14821
021144,79148
021145,14874
021146,15013
021148,76115
021149,84640
021150,14950
021151,76397
021153,76441
021155,21517
021157,76112
021158,76116
021159,76445
021163,79820
021165,14852
021166,76299
021167,76344
021168,76114
021169,76118
021170,76949
021178,16593
021186,76391
021201,76419
021204,76111
021206,15017
021207,76416
021208,14865
021209,15020
021213,76329
021217,76363
021218,84664
021223,14927
021227,14944
021232,76963
021233,78726
021234,76132
021235,76131
021236,14777
021237,76127
021238,76128
021240,76387
021241,92897
021244,76110
021250,76162
021251,76271
021252,76298
021256,77983
021261,15088
021263,19650
021272,83628
021281,80349
021282,15510
021291,76462
021295,21844
021300,76314
021309,76250
021326,14870
021352,14941
021353,76147
021362,14937
021373,76426
021374,76435
021375,46754
021377,76338
021378,14992
021381,76637
021420,10309
021421,15062
021422,14938
021423,11396
021425,86467
021426,76144
021427,76336
021429,76135
021431,15029
021433,14984
021434,76134
021435,76289
021440,78981
021451,15060
021452,15009
021486,78727
021487,76138
021488,76317
021490,76145
021491,76146
021492,76140
021493,78728
021496,76139
021499,76415
021500,76434
021501,76141
021503,76136
021504,24707
021505,76295
021506,76302
021507,76290
021508,76165
021515,15482
021519,76322
021520,15344
021521,23179
021522,17266
021524,14935
021534,76337
021537,76511
021540,14983
021542,76868
021543,81480
021547,14908
021552,76167
021554,18255
021555,81554
021569,83371
021573,77240
021577,18667
021593,88965
021595,79584
021598,86165
021600,14994
021601,17000
021602,80627
021604,15048
021606,76538
021616,14969
021617,15003
021619,15375
021623,76923
021626,14982
021627,14995
021628,14981
021630,15052
021631,80722
021633,15022
021635,14923
021637,76365
021643,76925
021649,80449
021652,14898
021659,76166
021663,85377
021667,83712
021673,76931
021675,76937
021682,60484
021683,76339
021684,76169
021685,76306
021686,76276
021696,15008
021705,76384
021711,76121
021719,76412
021721,76971
021731,62843
021732,64822
021739,15079
021740,79982
021743,89655
021744,15089
021757,76425
021761,14926
021763,76448
021764,76455
021766,76280
021768,76181
021775,76522
021776,76383
021777,76392
021791,38105
021793,46199
021798,15067
021799,17332
021801,15023
021802,15015
021807,16857
021808,14882
021814,15082
021815,15084
021816,14918
021818,15074
021824,18103
021825,14889
021826,15010
021828,76671
021829,76327
021833,19098
021834,16401
021838,16112
021841,15059
021845,15105
021847,14970
021856,76353
021864,86372
021867,16332
021868,78994
021871,76172
021878,76376
021879,81092
021895,15192
021898,14953
021899,15434
021901,15065
021904,14353
021916,15046
021918,14956
021944,15293
021946,15055
021952,76170
021954,15129
021955,76178
021956,78730
021957,76179
021959,84232
021960,76865
021961,76175
021962,76369
021963,76379
021965,15898
021967,19487
021970,76189
021971,76184
021980,76446
021983,15068
021984,18568
021990,15011
021998,15075
021999,15126
022000,15119
022008,89885
022020,76186
022025,14974
022035,15287
022037,15016
022038,77487
022039,15071
022040,15087
022042,77003
022047,92089
022049,86061
022053,88871
022057,76458
022059,76372
022082,15072
022083,76319
022086,85875
022087,76176
022111,15033
022114,17269
022116,25035
022119,15028
022121,79115
022122,84669
022124,15140
022129,15221
022134,15053
022136,82476
022138,15277
022139,78103
022140,76887
022144,76544
022154,76311
022155,16664
022159,15116
022164,15135
022165,15110
022170,76199
022173,76917
022175,76346
022177,83566
022178,15128
022180,15590
022181,76919
022182,15108
022184,76193
022192,79388
022196,79394
022199,79983
022201,15180
022205,76195
022207,83671
022208,76380
022221,77990
022225,15175
022228,80143
022229,15132
022230,15134
022231,76424
022241,76326
022248,88206
022249,76198
022250,76194
022251,78732
022252,64872
022253,76182
022254,76183
022255,76158
022257,76150
022258,15125
022259,59790
022260,76171
022261,76168
022262,76173
022263,76200
022264,76174
022265,76192
022266,15829
022270,25698
022282,83886
022283,76418
022284,16471
022294,80273
022303,76312
022306,76202
022307,15041
022308,76367
022310,15047
022316,15362
022318,20623
022320,19549
022325,76201
022330,15090
022338,76454
022343,15091
022345,77343
022358,20575
022360,81537
022362,23267
022367,20736
022373,87053
022380,85525
022383,78957
022387,17977
022392,80799
022397,15120
022398,76898
022403,76205
022404,76510
022407,82677
022410,24016
022439,17178
022447,79259
022449,18151
022459,15142
022460,17316
022461,76207
022466,79287
022480,15292
022484,15223
022495,76351
022496,84911
022500,93087
022507,85685
022515,15164
022523,78973
022524,76212
022525,76210
022528,76267
022529,76395
022531,76213
022532,76214
022536,76208
022542,76355
022543,76360
022544,76252
022545,76370
022546,76251
022548,76220
022553,10695
022555,76398
022556,76297
022558,76394
022567,76335
022570,91038
022578,76862
022583,16076
022590,15433
022601,80946
022603,15264
022604,15171
022612,76217
022615,76248
022617,76325
022619,76222
022629,15159
022632,89369
022637,15441
022638,19405
022650,90069
022653,15168
022657,79101
022659,76402
022666,76406
022667,15176
022668,76238
022671,17073
022672,15167
022673,15177
022674,15194
022675,15526
022676,15268
022677,83153
022678,76269
022681,76410
022695,80063
022697,15184
022698,15285
022703,19629
022704,15172
022708,15220
022709,15183
022713,15374
022715,15224
022717,79013
022718,90532
022729,81651
022730,76460
022731,15144
022734,15401
022741,15398
022751,76443
022761,90053
022763,76447
022765,81646
022772,77486
022776,76453
022780,76536
022783,15170
022790,78734
022791,89887
022792,76239
022794,76240
022797,76330
022803,17139
022805,76227
022808,85780
022810,76228
022815,76230
022817,76461
022819,76247
022821,76242
022822,87592
022823,76231
022824,76229
022827,76244
022829,76223
022831,76243
022832,76420
022833,76249
022834,76246
022837,76457
022838,76245
022843,76542
022846,80501
022850,76235
022853,15196
022859,76253
022861,89948
022864,15304
022867,15198
022868,15217
022878,15271
022879,17885
022882,85233
022913,76366
022927,15218
022946,76405
022957,76421
022964,15508
022969,76440
022972,83907
022974,76272
022975,15178
022978,76254
022980,76408
022982,15266
022983,15216
022991,76450
022995,76255
022998,76256
022999,76277
023000,76342
023001,21829
023002,11644
023004,80606
023006,76219
023015,80296
023025,79331
023027,76261
023034,76259
023035,15263
023039,76429
023043,15276
023045,76257
023047,76258
023048,76273
023050,76354
023051,76393
023052,78736
023062,76858
023065,76263
023067,78106
023068,76645
023071,15315
023072,15349
023076,76281
023077,15279
023078,76275
023079,92009
023080,76264
023083,15400
023084,76224
023086,15231
023088,76265
023089,76206
023092,16647
023093,16384
023098,15382
023106,15978
023107,89100
023109,92020
023111,77256
023113,76385
023114,76262
023117,76307
023118,76308
023119,15272
023120,76286
023122,76972
023123,11680
023124,76283
023126,76680
023129,76349
023130,76278
023133,76407
023135,76430
023137,77625
023143,11476
023146,76232
023147,15323
023150,15259
023167,14543
023170,76958
023175,15280
023185,24768
023194,77564
023195,76279
023196,76993
023197,77011
023199,79550
023208,15489
023217,76476
023218,76498
023220,76477
023221,76475
023223,89371
023224,76478
023225,15395
023226,90608
023227,76535
023237,23227
023238,15291
023241,15381
023242,76491
023243,15295
023244,76431
023245,15397
023247,15650
023248,76525
023249,15490
023250,69024
023252,79037
023253,89148
023256,15359
023261,77317
023262,78952
023270,88849
023272,76531
023275,49139
023276,76520
023282,79574
023287,15415
023288,77482
023291,78071
023294,15270
023296,15313
023297,15305
023318,76519
023335,15282
023337,16834
023338,76523
023339,15294
023353,15244
023354,15228
023355,77485
023358,15286
023363,13827
023366,76991
023370,16310
023387,85520
023407,15284
023420,75382
023422,15436
023423,15283
023432,15302
023433,15340
023442,54296
023450,76529
023464,17895
023466,76513
023467,76494
023468,76496
023469,76546
023480,76480
023484,76920
023485,76515
023486,76548
023487,76549
023489,76502
023491,76893
023492,76547
023494,15367
023498,76541
023499,76543
023500,76504
023501,76539
023502,76503
023503,76561
023504,78741
023520,76875
023521,15370
023522,75610
023526,76505
023528,76507
023531,76506
023532,76509
023534,15301
023537,15550
023538,77395
023540,15399
023543,25727
023544,80958
023552,19252
023553,83551
023555,15371
023556,15343
023557,15425
023561,80634
023563,21106
023569,15466
023572,76560
023573,76974
023574,15361
023575,76857
023576,77002
023577,76553
023583,76933
023584,81112
023585,85009
023587,91902
023589,76554
023590,79816
023592,76557
023593,76558
023594,15363
023600,76906
023603,76957
023605,76910
023606,81517
023609,76576
023616,76879
023622,76564
023623,76928
023625,76982
023627,15378
023629,85615
023630,15372
023650,15358
023666,86481
023667,76616
023671,87128
023673,76570
023674,76571
023675,76572
023692,76955
023697,76568
023698,15435
023700,76566
023701,77363
023703,15365
023704,15428
023705,16181
023712,76882
023713,15525
023714,88284
023716,76580
023717,76577
023718,76579
023721,15637
023724,76501
023727,76556
023738,80318
023743,76593
023752,11493
023753,76582
023761,76585
023764,76872
023765,76594
023767,76584
023768,76586
023769,56354
023772,76936
023773,76941
023774,76598
023775,76984
023776,76990
023777,76587
023778,76632
023779,76634
023784,76599
023785,76600
023786,76601
023787,76596
023788,76588
023790,84411
023791,80350
023792,76589
023793,76602
023794,76603
023798,76608
023799,76880
023801,77802
023802,76611
023803,76595
023805,76912
023809,76605
023810,76613
023811,88276
023812,76614
023813,90907
023818,15452
023819,76860
023820,76979
023821,15391
023826,76615
023827,15404
023843,15440
023848,77642
023852,77004
023856,15390
023858,76883
023864,15710
023865,15396
023868,76877
023871,43880
023872,76609
023875,76617
023876,76618
023877,76619
023882,15652
023886,76890
023889,15451
023890,76909
023897,76620
023898,76978
023921,76581
023922,76555
023929,76621
023933,15486
023934,77222
023935,15430
023936,15783
023938,80744
023940,76622
023941,76606
023942,76607
023943,76624
023944,10995
023945,76625
023946,76626
023947,76610
023948,76623
023950,76900
023953,76916
023955,76627
023956,76628
023961,79910
023964,87035
023966,76895
023968,76964
023969,76630
023971,76867
023972,76913
023973,76651
023976,76951
023977,15338
023978,76644
023979,76652
023980,15416
023984,22099
023985,17050
023986,15432
023987,76654
023988,76653
023989,76938
023990,15454
023996,15455
023999,92545
024005,76888
024008,76656
024011,68056
024014,76657
024021,76837
024022,76649
024024,76658
024029,77010
024031,76659
024032,76638
024035,23466
024036,76981
024037,76988
024038,76660
024039,76646
024040,76661
024048,88724
024050,76905
024051,76640
024058,76665
024059,76641
024060,76642
024066,81739
024067,76666
024068,76662
024069,76664
024071,15410
024073,15427
024074,15485
024076,15535
024079,76891
024082,76669
024083,19506
024084,15496
024085,76681
024086,76896
024091,76685
024093,76683
024096,79315
024099,76686
024100,76947
024101,76687
024103,76688
024105,76691
024106,76692
024107,76694
024108,76855
024110,76693
024111,76944
024113,76695
024114,82478
024116,15336
024119,78823
024123,81571
024135,15409
024140,83914
024142,15423
024148,89045
024149,77005
024157,76856
024161,76884
024165,76696
024166,76697
024167,76698
024170,76801
024171,76673
024174,76700
024175,16175
024176,15534
024177,15431
024179,76699
024183,76953
024184,19968
024185,76701
024186,76702
024187,76703
024188,76859
024190,76704
024191,76706
024192,76675
024193,76705
024195,76707
024197,76709
024198,76710
024199,82215
024203,85821
024204,76934
024205,76676
024216,76712
024217,76715
024218,76713
024219,76714
024220,76716
024222,76717
024223,76765
024224,76720
024225,76721
024226,76678
024230,76723
024232,76684
024233,76722
024234,77007
024245,76718
024246,76728
024249,15585
024275,76729
024276,76730
024277,19018
024278,76960
024279,10902
024281,86535
024282,76766
024283,86590
024284,76836
024285,76756
024287,76757
024289,76967
024290,76731
024291,76732
024292,76733
024293,91403
024294,76767
024295,76734
024302,76736
024303,76759
024304,76980
024305,76761
024306,76737
024307,76738
024310,24172
024311,76871
024312,76739
024313,76802
024314,76965
024315,76740
024316,88031
024317,76762
024318,86314
024319,76741
024320,76886
024324,76742
024325,76994
024326,76809
024328,77665
024330,15584
024331,76976
024334,76747
024335,76749
024336,76748
024338,76768
024344,76744
024345,76746
024346,89767
024350,76750
024351,14045
024352,76752
024353,76755
024354,76753
024356,76764
024357,76754
024359,76899
024360,76772
024361,76799
024363,90277
024366,76849
024367,76921
024368,76803
024369,76773
024370,83188
024371,83268
024374,89640
024375,76774
024376,76908
024377,76775
024378,76945
024379,76804
024381,76779
024382,76780
024383,76983
024384,76781
024385,76782
024386,76776
024387,76783
024388,76784
024389,76785
024390,76975
024392,77013
024393,76677
024394,76902
024395,76977
024396,76788
024397,76789
024398,76790
024399,76926
024400,79567
024401,78743
024402,76793
024403,77319
024404,76935
024405,76795
024407,76791
024408,76942
024409,76792
024412,85937
024414,76904
024415,76796
024417,80308
024419,76797
024421,17107
024422,15493
024424,19936
024426,19615
024427,76986
024428,76869
024430,76798
024432,79500
024436,76999
024437,15494
024438,76915
024440,76838
024441,76995
024442,76987
024443,76821
024447,76892
024448,76835
024449,76943
024451,77853
024452,76822
024453,76824
024454,76832
024458,15407
024462,76996
024463,76839
024464,76840
024466,81564
024468,76841
024469,76829
024470,76825
024471,76826
024472,76827
024473,76845
024474,76846
024475,83742
024476,76818
024479,76922
024481,15649
024482,15639
024483,76847
024484,76848
024485,76968
024486,77204
024487,76816
024489,76842
024490,76820
024491,76843
024492,77144
024493,76844
024494,86478
024495,83765
024496,77145
024497,77203
024498,76952
024499,76852
024500,76830
024501,15541
024503,77018
024505,77047
024506,14551
024507,77209
024508,15582
024509,77035
024510,77038
024511,77248
024513,76833
024514,76834
024515,15542
024517,77253
024522,77077
024523,15497
024525,15577
024530,77028
024531,77032
024533,77057
024534,77019
024535,77020
024536,77034
024537,77042
024538,77045
024539,89213
024540,77059
024542,77023
024543,77025
024544,77074
024545,77040
024547,77043
024548,77049
024551,77206
024552,15654
024554,77069
024555,77071
024556,77072
024557,77070
024559,77073
024561,77226
024589,86405
024597,15523
024598,18894
024599,16005
024600,15664
024601,15651
024607,77063
024608,77039
024610,77235
024611,15647
024612,77197
024613,77065
024614,77022
024615,80620
024616,15488
024617,77037
024618,77052
024619,77024
024620,85426
024621,77026
024622,77030
024623,77036
024624,77066
024625,77078
024629,77227
024630,78738
024634,77044
024635,90723
024636,77021
024637,77064
024638,15478
024639,77242
024640,77061
024643,77046
024644,77048
024645,77027
024646,77029
024648,77086
024651,77108
024652,77193
024654,77083
024655,77096
024656,77212
024657,35116
024658,13412
024659,77110
024660,77202
024661,77089
024662,77099
024664,77107
024667,77161
024668,77098
024669,77087
024670,77082
024671,77095
024675,77088
024676,77194
024677,77195
024678,77120
024679,77104
024680,77112
024682,77135
024683,77131
024685,77218
024686,77231
024689,77207
024690,77214
024691,77219
024692,77111
024695,77092
024697,77196
024699,77103
024701,77560
024703,77100
024704,77106
024705,77116
024706,77245
024707,77323
024708,77090
024710,77208
024711,77119
024712,77230
024713,77109
024715,77250
024716,77101
024717,79099
024718,77126
024719,77125
024720,77117
024721,78866
024723,77094
024724,17130
024725,77114
024727,83591
024728,77097
024729,77124
024731,77129
024733,77091
024737,77133
024738,77134
024739,77136
024740,77132
024741,77364
024742,77128
024743,77113
024746,77162
024747,77163
024748,77216
024749,77210
024750,77217
024751,77223
024752,80604
024753,79534
024754,77167
024755,77165
024757,80248
024758,77237
024759,77246
024760,77430
024761,77224
024762,77168
024764,77192
024766,77215
024767,77169
024768,77170
024770,79575
024771,77171
024773,79059
024775,77153
024776,77186
024778,77198
024779,77179
024781,77180
024782,77182
024783,77191
024784,77152
024790,77234
024791,77183
024792,77184
024793,77185
024794,77174
024795,77175
024797,77238
024798,77176
024799,77177
024800,77178
024803,77173
024805,77147
024806,77149
024807,77211
024808,77187
024809,77159
024810,86106
024811,77199
024812,77188
024813,77189
024815,77221
024816,77190
024818,77154
024819,17693
024825,77239
024832,77257
024835,77258
024837,77259
024839,77260
024840,77261
024841,77262
024842,77263
024843,77264
024844,90464
024845,77266
024846,77267
024847,77255
024849,77268
024850,77269
024851,77272
024852,77270
024853,77271
024855,15654
024856,77274
024857,77275
024858,77276
024859,77277
024860,77278
024861,15627
024864,77301
024865,79852
024866,77302
024867,77283
024870,77284
024872,77286
024873,77285
024875,77288
024876,77304
024877,77291
024878,77292
024879,77293
024880,80163
024881,77294
024882,77303
024883,77373
024884,77296
024885,77297
024886,80247
024887,77298
024888,77279
024889,77273
024890,77282
024892,77280
024893,77281
024896,15711
024898,77289
024900,77321
024901,15902
024902,77322
024903,77849
024904,77320
024905,15643
024907,77324
024908,77325
024909,77326
024910,77307
024911,15530
024912,77327
024913,77328
024914,77330
024915,77329
024917,77309
024919,77335
024920,77310
024922,77340
024923,77336
024924,77337
024925,77338
024926,77339
024927,77344
024928,77341
024929,77345
024930,77311
024931,77312
024934,77347
024935,77348
024937,15394
024938,77315
024939,77316
024940,77346
024943,77318
024945,77477
024948,77352
024949,77313
024950,86485
024951,77331
024953,77333
024954,77334
024955,77350
024958,77351
024960,77491
024961,77355
024963,78121
024965,84668
024966,19832
024967,77353
024969,77368
024971,77356
024974,77372
024975,77357
024976,79200
024977,77360
024978,77366
024979,77361
024980,77369
024982,77362
024988,77387
024989,77383
024990,15599
024991,77384
024992,77385
024993,77386
024996,77393
024997,77388
024998,15734
024999,77390
025000,77392
025001,77452
025002,87635
025003,77396
025004,77398
025005,77397
025006,77400
025007,93072
025012,77380
025013,77568
025014,77377
025015,77456
025016,77382
025017,77401
025019,77402
025020,77403
025021,77461
025024,77458
025025,77405
025026,77406
025027,13599
025028,77409
025029,77407
025030,92871
025031,77475
025033,85837
025034,77460
025039,77466
025040,77467
025041,77468
025042,77469
025046,77411
025047,77413
025051,77417
025053,77483
025056,77418
025058,77419
025059,77416
025061,77464
025062,77421
025064,77470
025066,77422
025067,77423
025068,77424
025069,77425
025075,77433
025076,77434
025077,15630
025078,77431
025079,78147
025080,77426
025081,77427
025082,77428
025083,77429
025086,77441
025088,77443
025089,80035
025091,77442
025092,77570
025093,79939
025094,77435
025095,77437
025096,77438
025098,77440
025099,77472
025100,77444
025101,77474
025103,77445
025105,15636
025108,77478
025110,77447
025111,77448
025112,77933
025113,77449
025114,77450
025115,77451
025116,77493
025117,77494
025118,77495
025119,77496
025121,77497
025123,77991
025124,77768
025125,77489
025126,77499
025128,15646
025129,15507
025130,77501
025132,77502
025134,77503
025136,78029
025138,77505
025139,77547
025140,77507
025141,77506
025142,81197
025144,78744
025146,77510
025147,77511
025149,78753
025150,77512
025152,77513
025154,77508
025155,77544
025157,77546
025160,77545
025163,77548
025164,77509
025166,77515
025167,77516
025168,77517
025169,77518
025170,77525
025173,77526
025175,77524
025176,77552
025180,77520
025181,77521
025182,77522
025183,77523
025185,77529
025186,77530
025188,11059
025189,77553
025193,77549
025194,79147
025195,77531
025196,77532
025197,77536
025198,89441
025200,78754
025201,83738
025202,77541
025203,77542
025204,77543
025205,77539
025207,77550
025208,77538
025209,77540
025211,77573
025212,77572
025215,77574
025216,77575
025217,77577
025219,15623
025222,77580
025223,77581
025224,77582
025225,77587
025227,77588
025229,77593
025233,77583
025234,77584
025236,77585
025240,77596
025241,77599
025243,77597
025244,77591
025245,77589
025246,77590
025247,77592
025262,78751
025268,77613
025269,77614
025271,77603
025272,77600
025273,80383
025274,77610
025275,77601
025276,77602
025277,77611
025278,77612
025279,77605
025280,77616
025281,77636
025282,77617
025283,77606
025284,77618
025285,77619
025288,77626
025289,16043
025290,77607
025291,82784
025295,77620
025296,77608
025300,77622
025301,77609
025302,77624
025305,77633
025311,77648
025312,79580
025313,77649
025314,77897
025315,88625
025317,77632
025318,77629
025320,77630
025321,78821
025322,77628
025323,77634
025324,77651
025326,77652
025329,77638
025331,77637
025332,17116
025334,77653
025335,77654
025336,77655
025337,77639
025338,77659
025339,77660
025340,77661
025341,77662
025342,77663
025344,77664
025347,79578
025348,15533
025349,15638
025351,77656
025352,77740
025353,77657
025355,77667
025356,77668
025357,77669
025358,77672
025359,77673
025361,77670
025362,77671
025364,77675
025365,89254
025367,76948
025375,77678
025376,77679
025377,15531
025384,77676
025385,77677
025389,89810
025390,77713
025391,77681
025396,77683
025398,77684
025399,77685
025400,77686
025401,77687
025402,78918
025405,84776
025406,83387
025407,77761
025409,77689
025411,77690
025412,77691
025415,77692
025416,77693
025417,77694
025419,77696
025420,77697
025422,77708
025423,77698
025424,15785
025430,77699
025431,77705
025433,77701
025434,77702
025435,77714
025436,77704
025438,81684
025441,77710
025447,22797
025448,77753
025456,77755
025458,77756
025460,77757
025462,77790
025465,77758
025466,15735
025472,20287
025475,78949
025476,22280
025480,79407
025481,87505
025486,77760
025489,79154
025490,79519
025493,77771
025495,90352
025496,78996
025501,78764
025506,77229
025508,77764
025509,77763
025511,77765
025513,77766
025514,77767
025515,77777
025520,78766
025521,77779
025522,78814
025523,77773
025524,77776
025525,77774
025526,77775
025527,15841
025528,77778
025529,20659
025533,79648
025536,77780
025537,77816
025538,19846
025539,15793
025540,80455
025543,77812
025545,77814
025546,79029
025554,77781
025555,77818
025556,77782
025562,77792
025563,77793
025564,77975
025565,78110
025566,77805
025567,77806
025568,79028
025570,77783
025571,77784
025572,77785
025573,77815
025574,77817
025575,77786
025578,78767
025579,77787
025581,78769
025583,77794
025586,88798
025589,18396
025591,77804
025592,77796
025593,77807
025594,77808
025595,77809
025597,77827
025598,77795
025600,15598
025602,77801
025603,77811
025604,79593
025605,77821
025606,78772
025611,77856
025613,77832
025616,77833
025617,78774
025618,77824
025619,77850
025620,77822
025621,77819
025622,77882
025623,77830
025625,77831
025627,77823
025628,79118
025630,77836
025631,77837
025632,92502
025633,77857
025634,78777
025635,77835
025637,77700
025640,77844
025641,77839
025642,77840
025643,77841
025644,77843
025645,19413
025647,77874
025649,77847
025650,77845
025653,77846
025654,15832
025655,85759
025656,83755
025657,77852
025658,60337
025659,77860
025660,80263
025661,77848
025662,77851
025664,77864
025665,77878
025669,77861
025670,77876
025671,84548
025672,79649
025673,77866
025674,77867
025675,77875
025676,77868
025677,77870
025680,77862
025681,77865
025682,60856
025683,77915
025684,77871
025686,80065
025688,77872
025690,80215
025691,80758
025692,85927
025694,77887
025696,77962
025697,77888
025698,77884
025699,77883
025700,79974
025706,77890
025709,77895
025711,77892
025714,89854
025719,77898
025720,77899
025721,84401
025723,77858
025724,77741
025725,77904
025726,77900
025731,78216
025732,77901
025733,77905
025734,77907
025735,77908
025736,77909
025737,77902
025739,77916
025740,17680
025741,77921
025742,77925
025744,77912
025745,79267
025746,77913
025747,77918
025748,77919
025749,77917
025750,77569
025751,77920
025753,77928
025754,77929
025755,77930
025756,15729
025757,77931
025758,77924
025759,77927
025760,77932
025761,77926
025762,77964
025767,77770
025769,77891
025770,15792
025771,77969
025772,15782
025773,78775
025774,77971
025775,77972
025776,80413
025777,77967
025778,80614
025779,77968
025781,84299
025782,77974
025783,77976
025784,77977
025785,77978
025786,77979
025788,77980
025789,77982
025790,79112
025791,19582
025799,77984
025801,77987
025802,77997
025803,77988
025804,77989
025805,87462
025806,77992
025807,77803
025808,85673
025813,77985
025817,88723
025821,77986
025822,78026
025823,85840
025826,80473
025828,80156
025836,79312
025844,77993
025845,84315
025846,78010
025847,79092
025848,78001
025850,78002
025851,78003
025852,78018
025853,78019
025854,78004
025855,78012
025856,78005
025857,78006
025858,78007
025859,78008
025860,78009
025862,78021
025863,78023
025864,78022
025865,78011
025866,78025
025868,78014
025869,78013
025870,78015
025871,78016
025872,78027
025873,78030
025874,78186
025875,78024
025877,78033
025878,78032
025879,78039
025880,78034
025882,92186
025883,78040
025893,16082
025894,78041
025895,78038
025896,78050
025897,78037
025898,15795
025899,78043
025900,78042
025902,78048
025903,82650
025904,15775
025905,15791
025906,78051
025907,78060
025908,78056
025909,78057
025910,78058
025911,78059
025912,78061
025913,78053
025914,78055
025915,78054
025916,78074
025918,78062
025921,78065
025922,78077
025923,78068
025924,78066
025925,78069
025927,78070
025928,78072
025929,78073
025931,78092
025932,78078
025935,78091
025937,78081
025939,78084
025941,78107
025942,82563
025943,78109
025944,78083
025945,78096
025946,78082
025947,78097
025949,78085
025950,78089
025951,78098
025954,78827
025955,78101
025956,78102
025958,78104
025959,78105
025961,78112
025962,78122
025964,91402
025965,78177
025966,78785
025970,83796
025972,78210
025975,78119
025976,78145
025977,78787
025978,78179
025979,78189
025980,78200
025981,78198
025983,78180
025984,80532
025985,79953
025986,78135
025987,78155
025988,78788
025989,78789
025990,78176
025991,78194
025992,78215
025993,78846
025994,78090
025995,78075
025996,78165
025998,78797
025999,91184
026000,80367
026002,78188
026003,78192
026004,78197
026005,78203
026006,79027
026008,78117
026009,78113
026010,78150
026011,78139
026012,78172
026013,78170
026014,78207
026015,78208
026016,78211
026018,78146
026019,89930
026020,88479
026021,78137
026022,78804
026023,78791
026026,78161
026027,78163
026028,22934
026029,78806
026032,78794
026033,78795
026034,78134
026035,78148
026036,78152
026037,78156
026038,78193
026039,82847
026040,78803
026041,78807
026042,88481
026044,78209
026045,78213
026047,78133
026049,78154
026050,78157
026051,78811
026052,78799
026053,78801
026054,78798
026055,78793
026056,78792
026057,78810
026058,78151
026060,78164
026061,78840
026064,78214
026066,78166
026067,78195
026069,91128
026071,88944
026072,80139
026073,78834
026074,78904
026077,78830
026078,78832
026081,15847
026087,84012
026090,78088
026094,15787
026096,81909
026098,75365
026099,77999
026100,77998
026101,85253
026103,78017
026104,77910
026105,77911
026108,78093
026109,78086
026110,78094
026112,15779
026116,17213
026123,15789
026126,16024
026128,15899
026134,78843
026136,80164
026144,16268
026146,15658
026147,15694
026148,15656
026149,15833
026156,15707
026157,16004
026159,80639
026162,16562
026167,19002
026171,83880
026179,15906
026187,15786
026189,83532
026197,15780
026201,78835
026204,14424
026218,17365
026238,15674
026244,81719
026246,78217
026247,78924
026264,80643
026269,15788
026270,15774
026272,16450
026273,15784
026297,20545
026303,85301
026304,15797
026305,16591
026321,15824
026325,86797
026332,18036
026335,15837
026336,14538
026337,15858
026340,15857
026341,15856
026342,90116
026343,15956
026347,15838
026349,15831
026351,15708
026355,83107
026356,18773
026359,17104
026360,81886
026361,16019
026364,19188
026366,24250
026367,15826
026368,15849
026376,15936
026381,15850
026382,15955
026385,16062
026402,86081
026410,15719
026411,16333
026413,15802
026415,18306
026431,82662
026432,15017
026434,15796
026475,16577
026487,85251
026494,15909
026495,15921
026509,16659
026514,16178
026520,81225
026523,79427
026528,18963
026537,15896
026539,89648
026545,15853
026557,78818
026562,16012
026567,91437
026579,22185
026582,78826
026590,16087
026630,22286
026636,15995
026658,15859
026669,15863
026674,16524
026676,16452
026677,16020
026685,79369
026709,16279
026721,16071
026722,16051
026725,16688
026746,16304
026747,79124
026749,91575
026753,15862
026754,14421
026755,15950
026759,79246
026768,83909
026788,16308
026790,16069
026792,16077
026798,16090
026800,83352
026809,86536
026812,15917
026817,16104
026818,15934
026821,83171
026825,15970
026830,84748
026837,82215
026839,21597
026847,16186
026852,83963
026863,76858
026864,16021
026873,16099
026874,15937
026884,79111
026891,21831
026892,16068
026893,80043
026895,15960
026898,78812
026900,78816
026903,78819
026905,78825
026908,16145
026914,90695
026920,19823
026922,84321
026930,78852
026933,78838
026934,78855
026935,78856
026967,80045
026969,81183
027014,16119
027025,84831
027045,16042
027046,14423
027054,16429
027086,21887
027111,19015
027119,16044
027123,16022
027141,16034
027142,16033
027148,16149
