symbol,gvkey,total_score,years_covered,max_overlap_days,primary_permno,first_seen,last_seen
SRPT,64857,180,12,366,85002,2012-07-12,2024-12-31
SRRA,25129,73,5,365,15507,2017-01-10,2022-06-30
SRRK,33445,103,7,366,17821,2018-05-24,2024-12-31
SRT,298036,178,12,366,85077,2011-06-13,2024-01-04
SRTS,26908,134,9,366,16145,2016-10-05,2024-12-31
SRZN,39417,57,4,365,20397,2021-08-12,2024-12-31
SRZNW,39417,57,4,365,20397,2021-08-12,2024-12-31
SSB,64547,159,11,366,84389,2014-06-30,2024-12-31
SSBK,39261,59,4,365,21882,2021-08-12,2024-12-31
SSD,30260,394,25,366,80575,1994-05-26,2024-12-31
SSIC,39332,23,2,365,22799,2022-02-04,2024-10-01
SSKN,164293,131,9,366,90955,2016-01-05,2024-12-31
SSL,100465,103,8,366,68866,2004-06-10,2024-06-19
SSNC,62965,209,14,366,93312,2010-03-31,2024-12-31
SSNT,170655,116,8,366,16680,2017-04-19,2024-12-31
SSP,14535,354,24,366,84176,1996-12-02,2024-09-17
SSRM,26768,48,4,365,83909,2017-08-03,2024-12-31
SSSS,186993,47,4,365,12690,2020-06-24,2024-12-31
SSSSL,186993,48,4,365,12690,2020-06-24,2024-12-31
SST,36557,44,3,365,19616,2022-01-28,2024-12-31
SSTI,31457,117,8,366,16805,2017-06-07,2024-12-31
SSTK,3382,194,13,366,13625,2012-10-11,2024-12-31
SSY,10380,297,20,366,74908,2001-08-24,2024-12-31
STAA,9969,445,28,366,72304,1992-06-15,2024-12-31
STAB,39352,29,2,365,91395,2021-09-01,2023-01-11
STAF,190572,144,10,366,15662,2015-09-29,2024-12-31
STAG,185339,154,13,366,12681,2011-06-13,2024-12-31
STAR,15142,245,21,366,75846,2000-05-01,2023-03-30
STAR-PD,15142,162,14,366,75846,2002-01-02,2023-03-30
STAR-PI,15142,163,14,366,75846,2002-01-02,2023-03-30
STAY,19163,105,9,366,14279,2013-11-13,2021-06-15
STBA,19570,399,25,366,77528,1992-04-21,2024-12-31
STBI,31218,28,2,212,89423,2002-06-03,2005-02-23
STC,10086,318,20,366,72980,1994-01-05,2024-12-31
STCN,29621,103,7,366,80114,2018-02-27,2024-12-31
STEL,26270,36,3,203,17108,2022-10-03,2024-12-31
STEM,38722,58,4,365,19919,2021-04-29,2024-12-31
STEP,33110,74,5,365,19655,2020-09-16,2024-12-31
STER,39540,58,4,365,21897,2021-09-23,2024-10-30
STFC,24233,304,19,366,76722,1991-06-28,2022-02-28
STG,33161,35,3,365,17380,2021-08-31,2024-12-31
STGW,39309,59,4,365,81527,2021-08-03,2024-12-31
STHO,42243,23,2,365,23742,2023-03-31,2024-12-31
STI,40279,14,1,194,23113,2024-06-20,2024-12-31
STIM,33698,104,7,366,17898,2018-06-28,2024-12-31
STKH,348892,23,2,365,20846,2021-03-12,2024-04-03
STKL,12761,244,19,366,78418,2004-06-10,2024-12-31
STKS,18978,148,10,366,15383,2015-05-08,2024-12-31
STL,117161,103,7,366,86582,2013-11-01,2022-01-31
STLD,64030,364,23,366,84262,1996-11-22,2024-12-31
STM,31142,193,15,366,81132,1998-06-05,2024-12-31
STN,29985,120,10,366,90850,2008-07-31,2024-12-31
STOK,35255,88,6,366,18785,2019-06-19,2024-12-31
STON,160207,43,3,365,90366,2020-02-24,2022-11-03
STOR,21630,105,9,366,15052,2015-02-06,2023-02-02
STR,34034,43,3,365,16905,2022-12-29,2024-12-31
STRA,63338,109,7,366,83799,2018-08-01,2024-12-31
STRC,39738,43,3,365,20726,2021-09-27,2023-07-05
STRCW,39738,43,3,365,20726,2021-09-27,2023-07-05
STRI,180597,102,7,366,93111,2009-11-06,2015-09-28
STRL,5559,283,18,366,76927,2001-11-13,2024-12-31
STRM,62666,254,17,366,83391,2006-07-03,2024-10-03
STRN,39835,43,3,365,22343,2021-11-09,2024-12-31
STRO,34065,103,7,366,18128,2018-10-29,2024-12-31
STRR,145080,58,4,365,90223,2021-01-04,2024-12-31
STRRP,145080,58,4,365,90223,2021-01-04,2024-12-31
STRS,25462,349,22,366,77790,1998-05-18,2024-12-31
STRT,31567,317,20,366,81278,1995-03-01,2024-12-31
STRW,41082,21,2,365,23711,2023-02-22,2024-12-31
STRY,37113,12,1,260,22959,2022-03-29,2022-12-14
STSA,35601,73,5,366,18960,2019-09-13,2023-06-07
STSS,41053,43,3,365,23056,2022-04-14,2024-06-19
STSSW,41053,43,3,365,23056,2022-04-14,2024-06-19
STT,10035,397,25,366,72726,1997-04-17,2024-12-31
STT-PD,10035,270,17,366,72726,1997-04-17,2024-12-31
STT-PG,10035,365,23,366,72726,1997-04-17,2024-12-31
STTK,37110,74,5,365,19994,2020-10-09,2024-12-31
STWD,183388,143,12,366,92999,2009-10-07,2024-12-31
STXB,33316,59,4,366,17802,2018-05-04,2022-04-08
STXS,160375,157,11,366,90325,2006-06-30,2024-12-31
STZ,2710,219,16,366,64899,2000-09-20,2024-12-31
STZ-B,2710,276,20,366,64899,2002-01-02,2024-12-31
SU,15070,26,2,365,80070,2021-04-07,2024-12-31
SUI,29359,246,19,366,80102,1993-12-09,2024-12-31
SUM,22603,149,10,366,15264,2015-03-12,2024-12-31
SUMO,36896,58,4,365,19660,2020-09-17,2023-05-11
SUMR,176874,205,14,366,91909,2007-03-07,2022-06-21
SUN,12892,130,11,366,13584,2014-10-27,2024-12-31
SUNL,39195,43,3,365,20390,2021-07-12,2023-08-22
SUNS,50313,11,1,174,25242,2024-07-10,2024-12-31
SUNW,165968,118,8,366,15273,2016-03-01,2024-02-14
SUP,10195,366,23,366,52396,1989-12-06,2024-12-31
SUPN,186159,180,12,366,13410,2012-05-01,2024-12-31
SUPV,26792,46,4,365,16077,2016-05-19,2024-12-31
SURF,33274,88,6,366,17695,2018-04-19,2023-09-07
SURG,33382,59,4,365,22344,2021-11-02,2024-12-31
SURGW,33382,59,4,365,22344,2021-11-02,2024-12-31
SUUN,356289,11,1,267,25036,2024-04-08,2024-12-31
SUZ,200512,58,5,365,18297,2018-12-10,2024-12-31
SVAC,36882,22,2,209,20172,2020-11-02,2021-07-29
SVACU,36882,28,2,209,20172,2020-11-02,2021-07-29
SVBI,147792,176,12,366,89424,2002-06-24,2021-10-29
SVBL,177601,68,5,366,91581,2011-05-02,2015-06-26
SVC,61188,76,6,366,81917,2019-09-25,2024-12-31
SVCO,45320,14,1,236,25053,2024-05-09,2024-12-31
SVFD,183968,57,4,365,21335,2021-05-14,2024-12-31
SVM,108326,32,3,365,92893,2017-05-15,2024-12-31
SVOK,37476,14,1,301,20631,2021-02-10,2021-12-08
SVRA,31177,119,8,366,90101,2017-04-28,2024-12-31
SVRE,338703,34,3,365,23198,2022-06-03,2024-10-27
SVREW,338703,34,3,365,23198,2022-06-03,2024-10-27
SVT,9619,297,20,366,50243,1981-11-03,2024-12-31
SVV,40501,29,2,365,23978,2023-06-29,2024-12-31
SWAG,39835,58,4,365,22343,2021-11-09,2024-12-31
SWAGU,38416,28,2,240,21965,2021-09-20,2022-08-29
SWAV,34854,88,6,366,18456,2019-03-07,2024-05-30
SWBI,115757,73,5,365,89606,2020-06-01,2024-12-31
SWCH,32469,87,6,366,16966,2017-10-06,2022-12-05
SWI,179690,88,7,366,18183,2018-10-19,2024-12-31
SWIM,38576,59,4,365,20902,2021-04-23,2024-12-31
SWIR,120334,108,9,366,88266,2000-05-05,2023-01-12
SWK,10016,204,14,366,43350,2010-03-15,2024-12-31
SWKH,123998,63,5,365,19198,2020-01-23,2024-12-31
SWKS,1327,302,19,366,45911,2002-06-26,2024-12-31
SWM,61519,252,16,366,82649,1995-12-01,2022-07-05
SWN,9904,362,23,366,63765,1981-12-10,2024-09-30
SWT,10016,204,14,366,43350,2010-03-15,2024-12-31
SWTX,35600,89,6,366,18961,2019-09-13,2024-12-31
SWX,9890,142,9,366,61188,2004-06-10,2024-12-31
SXC,186773,179,12,366,12905,2011-07-21,2024-12-31
SXI,10008,461,29,366,43481,1973-07-25,2024-12-31
SXT,11012,313,20,366,59619,2000-11-06,2024-12-31
SXTP,42890,28,2,223,24079,2023-07-12,2024-08-11
SY,35059,46,4,365,18675,2019-05-02,2024-12-31
SYBT,22717,162,11,366,79013,2014-04-25,2024-12-31
SYBX,32365,115,8,365,15787,2017-08-28,2024-12-31
SYF,20686,161,11,366,14776,2014-07-31,2024-12-31
SYF-PA,20686,161,11,366,14776,2014-07-31,2024-12-31
SYK,10115,364,23,366,73139,1982-11-01,2024-12-31
SYKE,62732,333,21,366,83422,1996-04-30,2021-08-26
SYM,38022,43,3,365,20876,2022-06-08,2024-12-31
SYN,177764,165,12,366,92130,2012-02-16,2024-08-25
SYNA,142814,312,21,366,89290,2002-01-29,2024-12-31
SYNH,22039,87,6,366,15071,2018-01-08,2023-09-27
SYNL,10236,396,25,366,43334,1991-12-03,2022-08-10
SYPR,30220,380,24,366,80534,1998-03-30,2024-12-31
SYRA,42910,15,1,365,24288,2023-09-29,2024-12-31
SYRE,24599,29,2,365,16005,2019-09-09,2024-12-31
SYRS,27392,132,9,366,16111,2016-06-30,2024-12-31
SYT,41824,11,1,276,23806,2023-03-31,2024-06-19
SYTA,25538,45,4,365,19846,2021-03-29,2024-12-26
SYTAW,25538,34,3,365,19846,2021-03-29,2024-12-26
SYX,60931,58,4,366,81665,2006-06-30,2021-06-20
SYY,10247,331,21,366,52038,1981-01-20,2024-12-31
SZZL,38356,29,2,365,22800,2022-02-01,2024-02-27
SZZLU,38356,29,2,365,22800,2022-02-01,2024-02-27
SZZLW,38356,29,2,365,22800,2022-02-01,2024-02-27
T,9899,236,16,366,66093,2005-12-01,2024-07-31
T-PA,9899,221,15,366,66093,2005-12-01,2024-07-31
T-PC,9899,191,13,366,66093,2005-12-01,2024-07-31
TA,148350,154,12,366,91727,2008-06-16,2023-03-26
TAC,14391,106,9,366,89068,2001-07-31,2024-12-31
TACO,19168,103,7,366,14433,2015-07-01,2022-03-07
TACT,63520,349,22,366,83910,1996-08-22,2024-12-31
TAGS,185062,117,11,366,93424,2010-06-09,2023-12-11
TAIT,31738,367,23,366,81588,1995-04-19,2024-12-31
TAK,100718,48,4,365,18298,2018-12-24,2024-12-31
TAL,185733,130,11,366,12339,2010-10-20,2024-12-31
TALK,39078,59,4,365,19556,2021-06-23,2024-12-31
TALKW,39078,59,4,365,19556,2021-06-23,2024-12-31
TALO,17228,102,7,365,79444,2018-06-20,2024-12-31
TALS,38738,14,1,73,21336,2023-10-20,2024-06-20
TANNI,148350,154,11,366,91727,2007-02-01,2019-07-31
TAP,3505,282,19,366,59248,2005-02-10,2024-12-31
TAP-A,3505,209,14,366,59248,2005-02-10,2024-12-31
TARA,36044,73,5,365,15015,2020-05-11,2024-12-31
TARS,37082,74,5,365,19995,2020-10-16,2024-12-31
TASK,38647,59,4,365,21350,2021-06-11,2024-12-31
TAST,176249,265,18,366,91678,2006-12-15,2024-05-15
TAYD,10349,429,27,366,74740,1982-11-01,2024-12-31
TBB,9899,177,12,366,66093,2012-12-24,2024-07-31
TBBK,158587,283,19,366,90490,2004-12-23,2024-12-31
TBC,9899,192,13,366,66093,2005-12-01,2024-07-31
TBCPW,40723,28,2,328,22765,2022-02-07,2024-10-01
TBI,22207,287,18,366,83671,2007-12-18,2024-12-31
TBK,21815,147,10,366,15084,2014-11-07,2024-12-31
TBKCP,21815,147,10,366,15084,2014-11-07,2024-12-31
TBLT,33781,87,6,365,18320,2018-12-03,2024-01-01
TBN,348784,14,1,187,25198,2024-06-27,2024-12-31
TBNK,183247,179,12,366,92987,2009-07-13,2024-08-05
TBRG,147849,29,2,365,89387,2004-06-10,2024-12-31
TC,34328,23,2,365,18261,2019-12-10,2024-01-25
TCBC,38583,58,4,365,21774,2021-07-21,2024-06-16
TCBI,150306,254,17,366,89826,2004-06-10,2024-12-31
TCBIO,150306,239,16,366,89826,2004-06-10,2024-12-31
TCBK,28155,366,23,366,79116,1993-04-19,2024-12-31
TCBP,39959,33,3,347,22801,2022-02-11,2024-08-04
TCBPW,39959,22,2,347,22801,2022-11-21,2024-08-04
TCBS,38755,59,4,365,21775,2021-07-15,2024-12-31
TCBX,39902,58,4,365,22345,2021-11-09,2024-12-31
TCCO,10364,252,17,366,74836,1983-09-16,2021-01-22
TCDA,33600,74,5,366,17900,2018-06-28,2023-01-23
TCFC,109659,163,11,366,14175,2013-10-18,2023-06-30
TCI,3410,376,25,366,89317,1990-09-10,2024-12-31
TCKRF,10385,24,2,365,91321,2016-12-05,2024-12-31
TCMD,26847,133,9,366,16186,2016-07-28,2024-12-31
TCN,184905,24,2,365,22161,2021-10-07,2024-05-01
TCOM,157413,59,5,365,89927,2019-11-05,2024-12-31
TCON,22697,147,10,366,15184,2015-01-30,2024-04-09
TCPC,171023,36,3,365,13380,2021-03-31,2024-12-31
TCRR,34600,73,5,366,18415,2019-02-14,2023-05-31
TCRT,165215,192,13,366,91488,2006-09-22,2024-12-31
TCRX,38745,59,4,365,21778,2021-07-16,2024-12-31
TCS,18842,162,11,366,14274,2013-11-01,2024-06-16
TCX,62723,307,20,366,83382,2005-08-16,2024-12-31
TD,15706,60,5,365,83835,2014-01-07,2024-12-31
TDA,10411,29,2,365,63773,2012-01-25,2021-03-31
TDAC,33225,57,4,366,17901,2018-06-13,2021-10-31
TDACU,33225,57,4,366,17901,2018-06-13,2021-10-31
TDC,178310,194,13,366,92293,2007-10-01,2024-12-31
TDCX,39596,35,3,365,22159,2021-10-01,2024-06-18
TDG,148349,284,19,366,91152,2006-03-15,2024-12-31
TDGMW,10565,119,8,366,50606,2017-08-01,2024-12-31
TDI,10411,15,1,365,63773,2023-04-03,2024-12-31
TDOC,24249,147,10,366,15585,2015-07-01,2024-12-31
TDS,10411,315,22,366,63773,1998-05-27,2024-12-31
TDS-PU,10411,206,14,366,63773,1998-05-27,2024-12-31
TDS-PV,10411,287,20,366,63773,1998-05-27,2024-12-31
TDUP,38418,58,4,365,20663,2021-03-26,2024-08-20
TDW,10565,119,8,366,50606,2017-08-01,2024-12-31
TDW-WT,10565,119,8,366,50606,2017-08-01,2024-12-31
TDY,126721,333,21,366,87445,1999-11-30,2024-12-31
TE,343180,14,1,364,21692,2024-01-02,2024-12-31
TEAM,26494,43,3,365,15909,2022-10-03,2024-12-31
TECH,15414,164,11,366,75694,2014-11-04,2024-12-31
TECK,10385,24,2,365,91321,2016-12-05,2024-12-31
TEDU,20041,59,5,366,14611,2014-04-03,2024-01-09
TEF,13683,203,16,366,75049,2002-01-02,2024-12-31
TEI,28911,90,7,366,79665,2004-06-10,2024-12-31
TELA,35779,89,6,366,19082,2019-11-08,2024-12-31
TELL,30241,113,8,365,89790,2017-02-10,2024-06-23
TELO,43928,14,1,326,24824,2024-02-09,2024-12-31
TELZ,30241,113,8,365,89790,2017-02-10,2024-06-23
TEN,10443,239,19,366,84375,1999-11-05,2022-11-16
TENB,33759,103,7,366,17944,2018-07-26,2024-12-31
TENX,27939,160,11,366,93237,2014-09-19,2024-12-31
TEO,29194,102,8,365,81133,2004-06-10,2024-12-31
TER,10453,327,22,366,51369,1979-05-15,2024-12-31
TERN,37848,59,4,365,20632,2021-02-05,2024-12-31
TESS,30714,319,20,366,80951,1994-09-28,2023-07-14
TEUM,108348,69,5,365,13121,2016-11-03,2020-11-11
TEVA,14538,226,19,366,75652,2004-06-10,2024-12-31
TEX,7991,386,26,366,58318,1991-03-19,2024-12-31
TFC,11856,88,6,365,71563,2019-12-09,2024-12-31
TFC-PI,11856,88,6,365,71563,2019-12-09,2024-12-31
TFC-PO,11856,88,6,365,71563,2019-12-09,2024-12-31
TFC-PR,11856,88,6,365,71563,2019-12-09,2024-12-31
TFFP,35611,87,6,366,19026,2019-10-25,2024-12-12
TFII,150764,12,1,365,19226,2020-02-13,2024-12-31
TFIN,21815,162,11,366,15084,2014-11-07,2024-12-31
TFINP,21815,162,11,366,15084,2014-11-07,2024-12-31
TFPM,35957,23,2,365,23304,2022-08-30,2024-12-31
TFSL,176766,268,18,366,91968,2007-04-27,2024-12-31
TFX,10407,413,26,366,44329,1994-04-28,2024-12-31
TG,15459,315,20,366,75649,1989-07-25,2024-12-31
TGA,14010,101,8,366,77729,1996-04-02,2020-03-25
TGAN,36799,29,2,365,22802,2022-02-22,2024-06-20
TGB,25092,11,1,193,77570,2024-06-21,2024-12-31
TGEN,18114,103,7,366,14675,2014-05-20,2020-06-08
TGI,63876,440,28,366,84041,1996-10-25,2024-12-31
TGL,41426,43,3,365,23266,2022-08-11,2024-12-31
TGLO,115313,62,4,366,86436,1998-11-13,2001-04-20
TGNA,4988,146,10,366,47941,2015-06-29,2024-12-31
TGS,30838,114,9,366,81067,2004-06-10,2024-12-31
TGT,3813,252,16,366,49154,2000-01-31,2024-12-31
TGTX,61711,177,12,366,82670,2013-05-30,2024-12-31
TH,34941,87,6,365,17357,2019-03-18,2024-12-31
THAR,39755,14,1,217,22655,2024-05-28,2024-12-31
THC,7750,357,24,366,52337,1995-06-26,2024-12-31
THCA,35329,58,4,366,18853,2019-07-30,2022-11-18
THCAU,35329,44,3,366,18853,2019-07-30,2022-11-18
THCB,34825,14,1,205,18457,2019-03-27,2021-07-25
THCBU,34825,43,3,366,18457,2019-03-27,2021-07-25
THCP,38405,58,4,365,21883,2021-08-20,2024-12-10
THCPU,38405,58,4,365,21883,2021-08-20,2024-12-10
THCPW,38405,58,4,365,21883,2021-08-20,2024-12-10
THER,29476,17,2,366,12890,2011-06-15,2013-02-04
THFF,18276,351,22,366,77379,1992-03-03,2024-12-31
THG,61408,272,17,366,82292,2005-12-01,2024-12-31
THM,107032,142,13,366,92248,2010-08-26,2024-12-31
THMA,37827,14,1,255,20879,2021-03-25,2021-12-05
THMO,13794,86,6,365,11394,2019-11-01,2024-06-14
THO,10549,301,19,366,76081,1986-08-29,2024-12-31
THR,186360,180,12,366,12783,2011-05-05,2024-12-31
THRD,41522,44,3,365,23428,2022-09-15,2024-12-31
THRM,28408,179,12,366,79248,2012-09-07,2024-12-31
THRN,39278,43,3,365,21967,2021-09-23,2023-10-13
THRX,39665,44,3,365,22240,2021-10-07,2024-02-13
THRY,37130,72,5,365,19996,2020-10-01,2024-12-31
THS,163983,175,12,365,90775,2005-06-28,2024-12-31
THST,17501,73,5,366,13970,2013-06-20,2017-12-11
THTX,29476,23,2,365,12890,2019-10-10,2024-12-31
THWWW,34941,87,6,365,17357,2019-03-18,2024-12-31
TIG,36636,44,3,365,19572,2020-07-16,2023-04-20
TIGR,34863,47,4,365,18467,2019-03-20,2024-12-31
TIKK,22761,110,8,366,90053,2004-06-10,2019-03-08
TIL,38386,58,4,365,20655,2021-03-19,2024-12-31
TILE,6034,287,18,366,44768,1987-07-29,2024-12-31
TIMB,222638,19,2,365,19922,2023-04-03,2024-12-31
TIPT,177640,173,12,365,92111,2013-08-13,2024-12-31
TISI,10353,383,25,366,65752,1983-12-15,2024-12-31
TITN,178973,192,13,366,92471,2008-06-23,2024-12-31
TIVC,39618,43,3,365,22347,2022-01-03,2024-12-31
TIXT,37775,24,2,365,20553,2021-02-03,2024-12-31
TJX,11672,362,23,366,40539,1989-06-21,2024-12-31
TKC,137612,150,13,365,88411,2004-06-10,2024-12-31
TKLF,39541,23,2,365,22684,2022-01-18,2024-06-19
TKNO,39051,58,4,365,21586,2021-06-25,2024-12-31
TKO,125240,15,1,365,87356,2023-09-12,2024-12-31
TKOI,125600,67,5,366,90054,2004-06-10,2009-11-12
TKR,10581,371,25,366,14795,1970-04-30,2024-12-31
TLF,28675,43,3,365,79666,2022-09-07,2024-12-31
TLGT,5888,87,6,366,43634,2015-10-26,2021-10-15
TLIS,37872,57,4,365,20633,2021-02-12,2024-08-30
TLK,61548,63,5,365,82646,2006-06-30,2024-12-31
TLMD,37327,29,2,365,19189,2020-11-02,2022-04-05
TLN,43737,14,1,174,25359,2024-07-10,2024-12-31
TLND,27636,46,4,366,16187,2018-03-14,2021-07-29
TLOG,18973,29,2,365,14356,2013-12-12,2016-11-03
TLPH,185908,14,1,356,12573,2024-01-10,2024-12-31
TLRS,122273,54,4,365,92669,2008-06-16,2016-02-12
TLRY,22387,57,4,365,17977,2021-03-29,2024-12-31
TLS,2578,64,5,365,20173,2020-11-19,2024-12-31
TLSI,37516,14,1,194,20612,2024-06-20,2024-12-31
TLYS,187575,162,11,366,13399,2012-05-04,2024-12-31
TM,19661,225,19,366,76655,2002-01-02,2023-07-31
TMBR,36506,53,4,365,15443,2020-05-19,2023-11-28
TMC,39624,46,4,365,19459,2021-09-10,2024-12-31
TMCI,38558,59,4,365,21105,2021-04-23,2024-12-31
TMCWW,39624,46,4,365,19459,2021-09-10,2024-12-31
TMDI,179929,46,4,366,17904,2018-06-27,2023-03-09
TMDX,35062,89,6,366,18676,2019-05-02,2024-12-31
TME,34496,69,6,366,18299,2018-12-12,2024-12-31
TMHC,16653,175,12,366,13862,2013-04-10,2024-12-31
TMO,10530,357,24,366,62092,1980-08-27,2024-12-31
TMP,17240,356,24,366,10308,1996-01-02,2024-12-31
TMPO,36716,28,2,304,19809,2022-11-23,2023-11-01
TMQ,171111,96,9,365,13350,2016-09-08,2024-12-31
TMST,20011,163,11,366,14684,2014-07-01,2024-12-31
TMUS,17874,176,12,366,91937,2013-05-01,2024-12-31
TMX,20089,43,3,365,14750,2020-10-05,2022-10-11
TNC,10441,379,24,366,75460,1982-11-01,2024-12-31
TNCAF,10671,12,1,365,67774,2020-03-25,2024-12-31
TNDM,18899,177,12,366,14325,2013-11-14,2024-12-31
TNET,140988,161,11,366,14521,2014-03-27,2024-12-31
TNGX,39402,59,4,365,19813,2021-08-11,2024-12-31
TNL,174729,59,4,365,91392,2021-02-17,2024-12-31
TNLX,10658,165,12,366,37460,1968-01-02,2010-11-16
TNON,40236,42,3,249,23058,2022-04-27,2024-09-05
TNXP,190856,172,12,366,14107,2013-08-09,2024-12-31
TNYA,39204,59,4,365,21779,2021-07-30,2024-12-31
TOFB,10598,138,10,366,68718,1986-03-18,2016-10-21
TOI,36237,58,4,365,19397,2021-11-15,2024-12-31
TOIIW,36237,44,3,365,19397,2021-11-15,2024-12-31
TOL,12395,346,22,366,70228,1986-07-16,2024-12-31
TOMZ,180146,73,5,365,19997,2020-10-01,2024-12-31
TOON,183524,14,1,365,16463,2023-06-26,2024-12-31
TORM,15027,191,13,366,12190,2000-05-10,2018-02-09
TOST,39524,58,4,365,21896,2021-09-22,2024-12-31
TOUR,20170,106,9,366,14676,2014-05-09,2024-12-31
TOVX,177764,40,3,365,92130,2018-08-13,2024-08-25
TPB,66929,134,9,366,16083,2016-05-11,2024-12-31
TPC,8486,224,15,366,50550,2009-06-01,2024-12-31
TPCO,19578,58,4,366,14781,2018-10-10,2021-05-24
TPCS,178644,28,2,241,23884,2023-05-05,2024-12-31
TPET,41733,26,2,309,23849,2023-04-18,2024-11-05
TPG,40535,43,3,365,22618,2022-02-22,2024-12-31
TPH,258869,161,11,366,13748,2013-09-04,2024-12-31
TPHS,10235,136,10,366,65429,2015-12-21,2024-07-30
TPIC,27574,118,8,366,16188,2016-07-22,2024-12-31
TPL,10504,58,4,365,20391,2021-01-11,2024-12-31
TPR,140541,118,8,366,88661,2017-10-31,2024-12-31
TPST,39104,58,4,365,13883,2021-06-28,2024-12-31
TPTX,35006,58,4,366,18567,2019-04-17,2022-08-16
TPVG,19925,116,10,366,14522,2014-03-06,2024-09-17
TPX,156861,235,16,366,89971,2004-06-10,2024-12-31
TR,10609,325,22,366,14816,1968-01-02,2024-12-31
TRAK,116166,15,1,365,12380,2023-12-21,2024-12-31
TRC,10390,344,22,366,57007,1973-07-05,2024-12-31
TRDA,39869,59,4,365,22244,2021-10-29,2024-12-31
TREC,1712,110,7,366,14761,2014-06-18,2022-06-24
TREE,180423,147,10,366,92775,2015-01-08,2024-12-31
TREX,119316,314,20,366,86810,1999-04-08,2024-12-31
TRGP,185532,222,15,366,12476,2010-12-07,2024-12-31
TRHC,26788,118,8,366,16308,2016-09-29,2023-11-02
TRI,15704,23,2,365,89444,2023-06-23,2024-12-31
TRIB,25850,90,7,366,78002,1994-10-24,2024-12-31
TRIL,162735,82,7,366,15137,2014-12-19,2021-11-16
TRIN,37723,35,3,365,20456,2021-01-29,2024-12-31
TRINL,37723,35,3,365,20456,2021-01-29,2024-12-31
TRIP,199356,194,13,366,13168,2011-12-21,2024-12-31
TRKA,23563,43,3,365,21106,2021-04-20,2023-12-15
TRKAW,23563,43,3,365,21106,2021-04-20,2023-12-15
TRMB,22815,285,18,366,76230,1990-07-20,2024-12-31
TRMK,4685,415,26,366,35263,1990-03-15,2024-12-31
TRML,38738,14,1,193,21336,2024-06-21,2024-12-31
TRMR,317637,35,3,365,21587,2021-06-18,2024-01-09
TRMT,32273,46,4,366,16936,2017-09-14,2021-09-30
TRN,10735,347,22,366,55001,1972-06-28,2024-12-31
TRNO,183833,154,13,366,93261,2010-02-10,2024-12-31
TRNR,42847,28,2,248,23869,2023-04-28,2024-06-13
TRNS,10685,365,23,366,76946,2002-10-07,2024-12-31
TRNX,180937,14,1,186,13556,2019-02-20,2019-08-25
TROLB,10609,326,22,366,14816,1968-01-02,2024-12-31
TROW,12138,251,16,366,10138,2000-12-29,2024-12-31
TRP,10671,23,2,365,67774,2019-05-09,2024-12-31
TRQ,63139,81,7,366,89911,2012-08-08,2019-09-11
TRS,15252,264,18,366,92029,1991-03-27,2024-12-31
TRST,17245,413,26,366,77519,1986-04-01,2024-12-31
TRT,10740,356,24,366,92583,1995-04-24,2024-12-31
TRTX,31966,94,8,366,16813,2017-07-20,2024-12-31
TRTX-PC,31966,94,8,366,16813,2017-07-20,2024-12-31
TRU,24638,149,10,366,15478,2015-06-25,2024-12-31
TRUE,20540,163,11,366,14677,2014-05-16,2024-12-31
TRUG,39647,14,1,333,22540,2024-02-02,2024-12-31
TRUP,20935,160,11,365,14782,2014-07-18,2024-12-31
TRV,62689,254,17,366,59459,2007-02-27,2024-12-31
TRVC.DE,3243,15,1,365,70519,2019-09-30,2024-12-31
TRVG,29537,70,6,366,16535,2016-12-16,2024-12-31
TRVI,35054,89,6,366,18677,2019-05-07,2024-12-31
TRVN,18925,159,11,366,14442,2014-01-31,2024-08-12
TRX,26914,31,3,365,90695,2022-05-27,2024-12-31
TS,151933,83,7,365,89637,2004-06-10,2024-12-31
TSAT,178518,35,3,365,22348,2021-11-19,2024-12-31
TSBK,66286,301,19,366,85751,1998-01-13,2024-12-31
TSBX,43137,29,2,365,24080,2023-07-21,2024-12-31
TSC,17696,131,9,366,13943,2013-05-09,2022-05-31
TSCAP,17696,131,9,366,13943,2013-05-09,2022-05-31
TSCBP,17696,131,9,366,13943,2013-05-09,2022-05-31
TSCO,29736,363,23,366,80286,1994-02-18,2024-12-31
TSHA,37013,74,5,365,19847,2020-09-24,2024-12-31
TSLA,184996,221,15,366,93436,2010-06-29,2024-12-31
TSLTF,14391,12,1,365,89068,2021-04-01,2024-12-31
TSLX,19974,48,4,365,14520,2020-06-16,2024-12-31
TSM,201395,203,17,366,85442,1997-10-08,2024-12-31
TSN,10793,443,30,366,77730,1986-04-01,2024-12-31
TSP,38596,44,3,365,20895,2021-04-15,2024-02-06
TSQ,111974,161,11,366,14778,2014-07-24,2024-12-31
TSRI,10305,371,25,366,74500,1986-04-01,2024-06-28
TSSI,177528,14,1,47,92218,2024-11-14,2024-12-31
TSVT,39907,59,4,365,22245,2021-11-05,2024-12-31
TTC,10618,334,21,366,60580,1978-09-06,2024-12-31
TTCF,37230,58,4,365,18114,2020-10-16,2023-07-11
TTD,27885,133,9,366,16309,2016-09-21,2024-11-18
TTE,24625,178,14,366,77078,2004-06-10,2024-12-31
TTEC,63417,103,7,366,83916,2018-01-10,2024-12-31
TTEK,24783,366,23,366,77191,1991-12-17,2024-12-31
